date,Sum of TOTAL TIME - AHT (sec),Sum of TOTAL TIME - AHT - FORECAST (sec),Sum of VOLUME - RECEIVED,Sum of VOLUME - FORECAST
7/18/2020,,,0,0
7/19/2020,,,0,0
7/20/2020,4275864,5964894,7680,8497
7/21/2020,3563758,4897937,6650,7242
7/22/2020,3398919,4382505,6132,6529
7/23/2020,3318069,4091371,5340,6069
7/24/2020,3460179,4152181,5179,6104
7/25/2020,,,0,0
7/26/2020,,,0,0
7/27/2020,4316443,5577111,7154,8080
7/28/2020,3672690,4532935,5757,6827
7/29/2020,3402164,4196159,5411,6367
7/30/2020,3326682,3683152,5463,5678
7/31/2020,3436947,3588054,5539,5562
8/1/2020,,,0,0
8/2/2020,,,0,0
8/3/2020,4102608,5346497,8159,7823
8/4/2020,3892236,4496911,6954,6733
8/5/2020,3556476,4139514,6255,6302
8/6/2020,3546214,3642540,5796,5581
8/7/2020,3290424,3681959,5490,5407
8/8/2020,,,0,0
8/9/2020,,,0,0
8/10/2020,4221938,5162269,7518,7299
8/11/2020,3692470,4162910,6263,6107
8/12/2020,3358827,3867077,5584,5683
8/13/2020,3260606,3599690,5596,5319
8/14/2020,3200512,3607963,5390,5235
8/15/2020,,,0,0
8/16/2020,,,0,0
8/17/2020,4159545,5460909,6998,7681
8/18/2020,3620040,4380538,5857,6453
8/19/2020,3234626,3959728,5447,5916
8/20/2020,3089026,3681748,5232,5560
8/21/2020,3293808,3646116,5318,5415
8/22/2020,,,0,0
8/23/2020,,,0,0
8/24/2020,4090006,5298879,6856,7684
8/25/2020,3500819,4328048,5742,6484
8/26/2020,3094483,3815997,5450,5799
8/27/2020,3165471,3694229,5241,5577
8/28/2020,3095877,3578379,5303,5335
8/29/2020,,,0,0
8/30/2020,,,0,0
8/31/2020,4317349,4725044,7368,7017
9/1/2020,3502585,3865168,6268,5951
9/2/2020,3455739,3525176,6513,5443
9/3/2020,3149454,3420963,5721,5255
9/4/2020,2905848,3425089,5077,5193
9/5/2020,,,0,0
9/6/2020,,,0,0
9/7/2020,,,0,0
9/8/2020,4530763,5138449,7653,7701
9/9/2020,3581253,4076088,6212,6286
9/10/2020,3298292,3734942,5869,5741
9/11/2020,3232069,3724732,5601,5674
9/12/2020,,,0,0
9/13/2020,,,0,0
9/14/2020,4656835,4787024,7170,7066
9/15/2020,3725133,3907978,6162,5973
9/16/2020,3485728,3866972,5377,5841
9/17/2020,3176617,3538605,5042,5433
9/18/2020,3292824,3491795,5028,5249
9/19/2020,,,0,0
9/20/2020,,,0,0
9/21/2020,4552144,4960706,6555,6859
9/22/2020,3491347,4062887,5348,5740
9/23/2020,3478502,3772788,4968,5385
9/24/2020,3172990,3631602,4675,5182
9/25/2020,3225080,3731958,4593,5260
9/26/2020,,,0,0
9/27/2020,,,0,0
9/28/2020,4148651,5070676,6218,6927
9/29/2020,3504657,4403757,5340,6160
9/30/2020,3348725,4238694,5095,5906
10/1/2020,3543247,4187901,5377,5974
10/2/2020,3436029,3898094,5083,5549
10/3/2020,,,0,0
10/4/2020,,,0,0
10/5/2020,4528605,5092120,6855,7442
10/6/2020,3806514,4331310,5899,6347
10/7/2020,3556936,3800969,5456,5614
10/8/2020,3187625,3477170,4911,5267
10/9/2020,3440358,3498012,5281,5217
10/10/2020,,,0,0
10/11/2020,,,0,0
10/12/2020,4261212,4154354,6322,6167
10/13/2020,3977501,4141903,6124,6160
10/14/2020,3809492,3831239,5865,5727
10/15/2020,3561230,3382586,5540,5172
10/16/2020,3591948,3674971,5497,5507
10/17/2020,,,0,0
10/18/2020,,,0,0
